isin,name,ticker,sector,geography,5y_sharpe
17614,Simulated Security 17614,SHBU,Technology,United States,-0.049364732
17615,Simulated Security 17615,HB,Technology,Canada,10.5091506
17616,Simulated Security 17616,B,Financials,Canada,2.572203794
17617,Simulated Security 17617,URN,Financials,Canada,-1.298491933
17618,Simulated Security 17618,RNF,Industrials,United States,9.598141139
17619,Simulated Security 17619,NFIP,Technology,Canada,2.803787266
17620,Simulated Security 17620,FI,Industrials,Canada,1.229206989
17621,Simulated Security 17621,IPN,Industrials,Canada,9.056854676
17622,Simulated Security 17622,PNVV,Industrials,United States,-0.78199755
17623,Simulated Security 17623,NVVI,Financials,United States,4.271842397
17624,Simulated Security 17624,V,Financials,Canada,1.457104348
17625,Simulated Security 17625,VI,Industrials,United States,-1.178541204
17626,Simulated Security 17626,IZV,Technology,Canada,10.78552603
17627,Simulated Security 17627,ZV,Financials,United States,-1.289177938
17628,Simulated Security 17628,VCSD,Technology,Canada,1.904940218
17629,Simulated Security 17629,C,Financials,United States,2.413108071
17630,Simulated Security 17630,SDL,Technology,Canada,0.296219303
17631,Simulated Security 17631,D,Industrials,United States,3.185385662
17632,Simulated Security 17632,LAK,Technology,Canada,-1.009250148
17633,Simulated Security 17633,A,Industrials,United States,-0.2519401
17634,Simulated Security 17634,KGH,Technology,United States,0.672203805
17635,Simulated Security 17635,GH,Technology,Canada,1.496874318
17636,Simulated Security 17636,HL,Industrials,Canada,-1.197184022
17637,Simulated Security 17637,LNC,Industrials,United States,2.473032483
17638,Simulated Security 17638,NCOM,Technology,Canada,-1.861954215
17639,Simulated Security 17639,C,Industrials,Canada,-1.373939512
17640,Simulated Security 17640,OMRS,Industrials,United States,25.51675096
17641,Simulated Security 17641,MRSE,Financials,Canada,1.49104292
17642,Simulated Security 17642,RS,Financials,United States,2.256000614
17643,Simulated Security 17643,SEGW,Technology,United States,4.848952833
17644,Simulated Security 17644,EG,Technology,United States,-1.536902963
17645,Simulated Security 17645,GW,Financials,United States,28.7442098
17646,Simulated Security 17646,W,Technology,Canada,3.609529942
17647,Simulated Security 17647,EI,Industrials,Canada,-0.979490128
17648,Simulated Security 17648,IJZ,Industrials,United States,-2.27270015
17649,Simulated Security 17649,JZJ,Technology,Canada,-1.925398074
17650,Simulated Security 17650,ZJ,Industrials,United States,0.04751068
17651,Simulated Security 17651,JBD,Technology,United States,-1.171492674
17652,Simulated Security 17652,B,Technology,United States,1.684288372
17653,Simulated Security 17653,D,Technology,United States,0.56437309
17654,Simulated Security 17654,C,Technology,United States,0.170312025
17655,Simulated Security 17655,GB,Technology,Canada,-0.144102276
17656,Simulated Security 17656,B,Financials,Canada,0.050075891
17657,Simulated Security 17657,TKV,Industrials,Canada,8.691622196
17658,Simulated Security 17658,KVA,Financials,United States,14.85810712
17659,Simulated Security 17659,VAW,Technology,Canada,3.68722898
17660,Simulated Security 17660,A,Financials,Canada,-1.208081466
17661,Simulated Security 17661,WTXP,Financials,United States,-0.016246816
17662,Simulated Security 17662,TXP,Financials,Canada,-1.033292806
17663,Simulated Security 17663,XP,Industrials,Canada,-1.551863754
17664,Simulated Security 17664,PPEG,Industrials,United States,-2.444443144
17665,Simulated Security 17665,PEGG,Technology,United States,-1.186162826
17666,Simulated Security 17666,EG,Technology,United States,-0.802018442
17667,Simulated Security 17667,GG,Technology,Canada,1.899713909
17668,Simulated Security 17668,GZ,Financials,Canada,2.086759869
17669,Simulated Security 17669,ZLR,Industrials,Canada,-1.25860576
17670,Simulated Security 17670,LRH,Financials,United States,5.223104952
17671,Simulated Security 17671,RHWN,Technology,United States,-1.80992671
17672,Simulated Security 17672,HW,Financials,Canada,5.219647171
17673,Simulated Security 17673,WN,Industrials,United States,14.24689926
17674,Simulated Security 17674,NDMP,Technology,Canada,4.481774474
17675,Simulated Security 17675,D,Industrials,Canada,0.786515433
17676,Simulated Security 17676,MPLP,Industrials,Canada,-0.77130115
17677,Simulated Security 17677,PLPK,Industrials,Canada,10.30608762
17678,Simulated Security 17678,LPK,Industrials,Canada,-0.138467214
17679,Simulated Security 17679,PKSL,Industrials,United States,0.053035469
17680,Simulated Security 17680,KSL,Financials,Canada,5.416145275
17681,Simulated Security 17681,SL,Industrials,United States,4.080133547
17682,Simulated Security 17682,LAQ,Technology,Canada,2.74357874
17683,Simulated Security 17683,A,Financials,Canada,-2.248021179
17684,Simulated Security 17684,QWGI,Financials,United States,-0.489844126
17685,Simulated Security 17685,WGIO,Technology,Canada,0.443077828
17686,Simulated Security 17686,GI,Industrials,Canada,-1.282713802
17687,Simulated Security 17687,IOS,Industrials,United States,2.409345635
17688,Simulated Security 17688,OSGX,Financials,United States,17.75384132
17689,Simulated Security 17689,SG,Technology,United States,14.27369575
17690,Simulated Security 17690,GX,Financials,United States,0.588703926
17691,Simulated Security 17691,XT,Financials,United States,-1.550228918
17692,Simulated Security 17692,T,Technology,Canada,0.083897835
17693,Simulated Security 17693,EJ,Industrials,Canada,1.158723596
17694,Simulated Security 17694,JNQ,Industrials,Canada,3.353509601
17695,Simulated Security 17695,NQTL,Financials,Canada,1.944921644
17696,Simulated Security 17696,QTL,Financials,Canada,1.738404329
17697,Simulated Security 17697,TLBQ,Industrials,United States,9.800933807
17698,Simulated Security 17698,LBQ,Technology,United States,1.481442714
17699,Simulated Security 17699,B,Financials,United States,0.438151835
17700,Simulated Security 17700,QG,Technology,Canada,35.24300721
17701,Simulated Security 17701,GZ,Industrials,United States,9.730247062
17702,Simulated Security 17702,ZSN,Financials,Canada,0.198662956
17703,Simulated Security 17703,S,Industrials,United States,-1.672642722
17704,Simulated Security 17704,NDFM,Technology,United States,-1.89628055
17705,Simulated Security 17705,D,Technology,Canada,4.398852257
17706,Simulated Security 17706,FM,Industrials,United States,5.257303128
17707,Simulated Security 17707,MDRQ,Technology,Canada,0.076763038
17708,Simulated Security 17708,D,Financials,United States,-1.347199464
17709,Simulated Security 17709,RQAK,Financials,United States,0.782732662
17710,Simulated Security 17710,Q,Technology,Canada,27.15692667
17711,Simulated Security 17711,A,Industrials,Canada,-6.739073805
17712,Simulated Security 17712,KIS,Industrials,United States,-2.161666027
17713,Simulated Security 17713,ISC,Financials,United States,-1.370986406
17714,Simulated Security 17714,S,Technology,Canada,8.943677335
17715,Simulated Security 17715,C,Industrials,United States,2.125896322
17716,Simulated Security 17716,JFY,Technology,United States,11.8946819
17717,Simulated Security 17717,FY,Technology,Canada,6.337446248
17718,Simulated Security 17718,YS,Financials,United States,14.7725123
17719,Simulated Security 17719,SZG,Technology,United States,6.765970068
17720,Simulated Security 17720,Z,Technology,Canada,3.954231304
17721,Simulated Security 17721,GZ,Industrials,United States,-0.998054399
17722,Simulated Security 17722,ZHYV,Technology,United States,-1.47204645
17723,Simulated Security 17723,HY,Financials,Canada,0.457653676
17724,Simulated Security 17724,Y,Financials,Canada,0.559186519
17725,Simulated Security 17725,VVVQ,Financials,United States,0.51218062
17726,Simulated Security 17726,VVQ,Financials,Canada,-1.45913447
17727,Simulated Security 17727,V,Financials,United States,-1.388994374
17728,Simulated Security 17728,QXDQ,Financials,United States,14.75907115
17729,Simulated Security 17729,X,Technology,United States,-0.057382128
17730,Simulated Security 17730,D,Financials,United States,6.943270025
17731,Simulated Security 17731,QY,Technology,Canada,0.315043225
17732,Simulated Security 17732,Y,Industrials,United States,-1.007604956
17733,Simulated Security 17733,PQFG,Financials,United States,6.845774156
17734,Simulated Security 17734,QF,Technology,United States,-1.026938748
17735,Simulated Security 17735,FG,Technology,Canada,1.803280084
17736,Simulated Security 17736,GJ,Industrials,United States,-1.357976686
17737,Simulated Security 17737,JDJ,Technology,Canada,4.725032245
17738,Simulated Security 17738,D,Industrials,Canada,-0.782031385
17739,Simulated Security 17739,JNA,Industrials,United States,2.710277698
17740,Simulated Security 17740,NAWT,Technology,Canada,-2.372833915
17741,Simulated Security 17741,A,Financials,United States,2.225737032
17742,Simulated Security 17742,WTNF,Financials,Canada,8.887872368
17743,Simulated Security 17743,T,Industrials,United States,-0.982704094
17744,Simulated Security 17744,NFDP,Technology,United States,2.595858244
17745,Simulated Security 17745,FD,Technology,Canada,2.303379229
17746,Simulated Security 17746,D,Industrials,Canada,2.894413134
17747,Simulated Security 17747,PNXJ,Industrials,United States,7.662887871
17748,Simulated Security 17748,NXJN,Financials,Canada,-2.125693965
17749,Simulated Security 17749,X,Industrials,Canada,-0.48574178
17750,Simulated Security 17750,JNN,Industrials,Canada,9.122822896
17751,Simulated Security 17751,NNSL,Industrials,Canada,5.342182388
17752,Simulated Security 17752,NSLI,Financials,Canada,-0.970718511
17753,Simulated Security 17753,SLIO,Industrials,Canada,6.133040536
17754,Simulated Security 17754,LIO,Industrials,Canada,0.13002245
17755,Simulated Security 17755,IOH,Industrials,United States,3.697622603
17756,Simulated Security 17756,OHRH,Technology,Canada,1.5288046
17757,Simulated Security 17757,HR,Financials,United States,5.189081704
17758,Simulated Security 17758,RHAR,Technology,United States,-2.120541631
17759,Simulated Security 17759,HA,Technology,Canada,4.211467105
17760,Simulated Security 17760,A,Financials,Canada,1.559997741
17761,Simulated Security 17761,RNCJ,Industrials,United States,-0.747211944
17762,Simulated Security 17762,NCJJ,Technology,Canada,12.33816045
17763,Simulated Security 17763,C,Industrials,Canada,0.739726949
17764,Simulated Security 17764,JJE,Industrials,United States,11.91291483
17765,Simulated Security 17765,JED,Technology,United States,6.543969221
17766,Simulated Security 17766,ED,Technology,Canada,14.20781287
17767,Simulated Security 17767,D,Financials,United States,5.569063215
17768,Simulated Security 17768,UDA,Technology,United States,4.986461538
17769,Simulated Security 17769,D,Technology,United States,-4.11312699
17770,Simulated Security 17770,A,Technology,Canada,-0.983697544
17771,Simulated Security 17771,B,Financials,Canada,-2.682069816
17772,Simulated Security 17772,WOB,Industrials,United States,0.165354007
17773,Simulated Security 17773,OBXN,Technology,United States,7.339504731
17774,Simulated Security 17774,B,Financials,Canada,10.69166197
17775,Simulated Security 17775,XN,Industrials,Canada,-1.496121088
17776,Simulated Security 17776,NOGB,Industrials,United States,1.781767816
17777,Simulated Security 17777,OGBC,Technology,United States,-1.481545042
17778,Simulated Security 17778,GB,Technology,United States,2.640646101
17779,Simulated Security 17779,B,Technology,United States,8.943199539
17780,Simulated Security 17780,C,Technology,Canada,4.963515252
17781,Simulated Security 17781,EO,Industrials,United States,34.91352443
17782,Simulated Security 17782,OCEN,Technology,United States,0.562971692
17783,Simulated Security 17783,C,Technology,Canada,4.435952739
17784,Simulated Security 17784,EN,Industrials,United States,6.436997127
17785,Simulated Security 17785,NHTR,Technology,Canada,6.829321447
17786,Simulated Security 17786,HT,Financials,Canada,1.687924132
17787,Simulated Security 17787,TRZL,Financials,United States,1.277900697
17788,Simulated Security 17788,RZLC,Technology,Canada,0.78664318
17789,Simulated Security 17789,Z,Industrials,United States,-0.370446942
17790,Simulated Security 17790,LCO,Technology,Canada,-2.487349012
17791,Simulated Security 17791,C,Industrials,United States,-1.282284034
17792,Simulated Security 17792,ODMR,Technology,Canada,2.310271871
17793,Simulated Security 17793,D,Industrials,United States,0.594203608
17794,Simulated Security 17794,MREC,Financials,United States,2.310983326
17795,Simulated Security 17795,R,Technology,United States,-1.04514135
17796,Simulated Security 17796,EC,Technology,United States,-1.457761246
17797,Simulated Security 17797,C,Technology,Canada,5.361100681
17798,Simulated Security 17798,C,Industrials,Canada,3.645295075
17799,Simulated Security 17799,NOXY,Industrials,Canada,6.088436321
17800,Simulated Security 17800,OXYK,Financials,Canada,6.628188438
17801,Simulated Security 17801,XYK,Financials,Canada,3.851612885
17802,Simulated Security 17802,YKKM,Industrials,Canada,-1.391791338
17803,Simulated Security 17803,KKM,Industrials,Canada,5.811626611
17804,Simulated Security 17804,KMA,Industrials,United States,11.8296799
17805,Simulated Security 17805,MAUT,Technology,United States,-1.158393758
17806,Simulated Security 17806,A,Financials,United States,0.963535148
17807,Simulated Security 17807,UT,Financials,United States,5.368635284
17808,Simulated Security 17808,TT,Financials,Canada,-1.67342701
17809,Simulated Security 17809,T,Industrials,United States,4.339296932
17810,Simulated Security 17810,ICG,Technology,United States,-3.160772773
17811,Simulated Security 17811,C,Technology,Canada,0.894496
17812,Simulated Security 17812,GN,Industrials,United States,-0.095896846
17813,Simulated Security 17813,NRYR,Financials,Canada,1.667915846
17814,Simulated Security 17814,RY,Financials,United States,-0.925041492
17815,Simulated Security 17815,YRN,Financials,Canada,-0.765610247
17816,Simulated Security 17816,R,Industrials,Canada,8.647051074
17817,Simulated Security 17817,NQEQ,Financials,United States,-1.220567353
17818,Simulated Security 17818,QEQO,Technology,United States,67.14378859
17819,Simulated Security 17819,EQ,Financials,Canada,11.8715482
17820,Simulated Security 17820,Q,Industrials,United States,-0.939620165
17821,Simulated Security 17821,OBSY,Technology,United States,22.95086594
17822,Simulated Security 17822,B,Financials,United States,3.142968621
17823,Simulated Security 17823,S,Technology,Canada,-1.550598556
17824,Simulated Security 17824,YU,Financials,United States,-0.378316093
17825,Simulated Security 17825,UGEC,Technology,United States,0.259050673
17826,Simulated Security 17826,GE,Technology,United States,7.580731775
17827,Simulated Security 17827,EC,Technology,United States,7.847630043
17828,Simulated Security 17828,C,Financials,Canada,1.963003202
17829,Simulated Security 17829,U,Industrials,Canada,2.172551701
17830,Simulated Security 17830,NIHS,Industrials,United States,-1.428257467
17831,Simulated Security 17831,IHS,Technology,United States,-0.536479563
17832,Simulated Security 17832,HS,Financials,United States,10.40870174
17833,Simulated Security 17833,SR,Financials,United States,8.638211941
17834,Simulated Security 17834,R,Technology,Canada,1.065077068
17835,Simulated Security 17835,FN,Industrials,Canada,1.339001223
17836,Simulated Security 17836,NSVL,Financials,United States,9.189140397
17837,Simulated Security 17837,SVL,Financials,Canada,-0.967404073
17838,Simulated Security 17838,V,Industrials,United States,4.849633938
17839,Simulated Security 17839,LRN,Financials,Canada,-0.793857047
17840,Simulated Security 17840,RN,Industrials,Canada,-0.626336529
17841,Simulated Security 17841,NLYU,Industrials,United States,0.160296431
17842,Simulated Security 17842,LYU,Financials,Canada,-1.354485674
17843,Simulated Security 17843,Y,Financials,Canada,-1.590239593
17844,Simulated Security 17844,UUU,Financials,Canada,1.828952699
17845,Simulated Security 17845,UUV,Financials,Canada,4.524104917
17846,Simulated Security 17846,UVQ,Financials,Canada,32.29645042
17847,Simulated Security 17847,VQL,Financials,Canada,-1.266547074
17848,Simulated Security 17848,QLRL,Industrials,Canada,1.271777611
17849,Simulated Security 17849,LRL,Financials,Canada,0.607427843
17850,Simulated Security 17850,RLLZ,Industrials,Canada,6.979563988
17851,Simulated Security 17851,LLZ,Industrials,Canada,2.690042479
17852,Simulated Security 17852,LZJ,Industrials,Canada,-1.119138691
17853,Simulated Security 17853,ZJC,Industrials,United States,-1.043947523
17854,Simulated Security 17854,JCH,Technology,United States,-2.869814677
17855,Simulated Security 17855,C,Technology,United States,-1.864715208
17856,Simulated Security 17856,HU,Financials,United States,9.436226442
17857,Simulated Security 17857,U,Technology,Canada,6.007995999
17858,Simulated Security 17858,B,Financials,Canada,1.745265194
17859,Simulated Security 17859,RUYE,Financials,United States,3.241784899
17860,Simulated Security 17860,UYE,Technology,United States,24.79637444
17861,Simulated Security 17861,Y,Technology,United States,2.320224462
17862,Simulated Security 17862,ED,Technology,Canada,-2.442041615
17863,Simulated Security 17863,D,Industrials,United States,-1.276361644
17864,Simulated Security 17864,PRAI,Financials,United States,1.779097017
17865,Simulated Security 17865,R,Technology,Canada,3.338297352
17866,Simulated Security 17866,A,Industrials,Canada,5.428155996
17867,Simulated Security 17867,ILA,Industrials,United States,4.008542746
17868,Simulated Security 17868,LAR,Technology,Canada,0.295401459
17869,Simulated Security 17869,A,Financials,United States,0.64918643
17870,Simulated Security 17870,RCY,Technology,Canada,0.225748735
17871,Simulated Security 17871,C,Financials,United States,1.091070152
17872,Simulated Security 17872,YVHA,Financials,United States,4.045395788
17873,Simulated Security 17873,V,Technology,United States,-1.374786904
17874,Simulated Security 17874,HA,Technology,Canada,0.398928763
17875,Simulated Security 17875,A,Industrials,United States,-1.773526946
17876,Simulated Security 17876,OFVT,Technology,Canada,6.280541753
17877,Simulated Security 17877,FV,Financials,Canada,2.070159705
17878,Simulated Security 17878,VTZW,Financials,Canada,-1.100126599
17879,Simulated Security 17879,TZWF,Industrials,Canada,37.96684113
17880,Simulated Security 17880,ZWF,Financials,United States,13.50114557
17881,Simulated Security 17881,WFIH,Technology,Canada,-1.643657607
17882,Simulated Security 17882,FI,Industrials,United States,-2.266489495
17883,Simulated Security 17883,IHD,Technology,United States,-1.064228474
17884,Simulated Security 17884,HD,Technology,Canada,5.364895026
17885,Simulated Security 17885,D,Financials,United States,-1.006302375
17886,Simulated Security 17886,WHG,Technology,United States,1.025436958
17887,Simulated Security 17887,HG,Technology,Canada,2.298302794
17888,Simulated Security 17888,GI,Industrials,United States,1.321308396
17889,Simulated Security 17889,IRZ,Financials,United States,3.853521632
17890,Simulated Security 17890,RZ,Technology,Canada,1.741613911
17891,Simulated Security 17891,ZM,Industrials,United States,0.530932177
17892,Simulated Security 17892,MHKE,Technology,Canada,4.59875741
17893,Simulated Security 17893,HK,Industrials,United States,3.334043164
17894,Simulated Security 17894,KED,Technology,United States,-0.341506102
17895,Simulated Security 17895,ED,Technology,Canada,2.705922624
17896,Simulated Security 17896,D,Industrials,United States,8.18129239
17897,Simulated Security 17897,LWH,Financials,United States,-0.533406463
17898,Simulated Security 17898,WH,Technology,United States,-1.320420541
17899,Simulated Security 17899,HA,Technology,Canada,-1.399741186
17900,Simulated Security 17900,A,Financials,United States,-6.03711458
17901,Simulated Security 17901,QBFG,Technology,United States,1.262421989
17902,Simulated Security 17902,B,Technology,United States,-1.347465547
17903,Simulated Security 17903,FG,Technology,United States,-1.096523708
17904,Simulated Security 17904,GW,Financials,United States,-0.947562285
17905,Simulated Security 17905,W,Financials,Canada,-0.511834561
17906,Simulated Security 17906,SN,Industrials,Canada,5.014093441
17907,Simulated Security 17907,NLBR,Industrials,United States,7.971471925
17908,Simulated Security 17908,LBR,Technology,Canada,1.039588063
17909,Simulated Security 17909,B,Financials,Canada,0.510948932
17910,Simulated Security 17910,ROXX,Industrials,Canada,4.370250743
17911,Simulated Security 17911,OXXZ,Financials,Canada,0.02319521
17912,Simulated Security 17912,XXZ,Financials,United States,-0.681832526
17913,Simulated Security 17913,XZS,Financials,United States,-1.087525838
17914,Simulated Security 17914,Z,Financials,Canada,-0.501257781
17915,Simulated Security 17915,S,Financials,Canada,0.116228074
17916,Simulated Security 17916,SLY,Industrials,United States,-0.065067787
17917,Simulated Security 17917,LYD,Technology,United States,0.113046802
17918,Simulated Security 17918,Y,Technology,United States,179.9536901
17919,Simulated Security 17919,D,Financials,Canada,3.86918665
17920,Simulated Security 17920,Z,Industrials,United States,0.232644252
17921,Simulated Security 17921,PEPQ,Technology,Canada,0.293306682
17922,Simulated Security 17922,EP,Industrials,Canada,-0.528228868
17923,Simulated Security 17923,PQWT,Financials,Canada,-1.352273787
17924,Simulated Security 17924,QWTT,Financials,United States,0.997582874
17925,Simulated Security 17925,WTT,Financials,Canada,-0.619358856
17926,Simulated Security 17926,T,Financials,Canada,14.56030433
17927,Simulated Security 17927,TKEI,Industrials,United States,-1.020563003
17928,Simulated Security 17928,KEI,Technology,Canada,6.316793551
17929,Simulated Security 17929,EI,Industrials,United States,1.643187735
17930,Simulated Security 17930,IUS,Financials,United States,-2.897381361
17931,Simulated Security 17931,U,Financials,Canada,3.72717518
17932,Simulated Security 17932,S,Financials,Canada,-1.256391507
17933,Simulated Security 17933,TKS,Industrials,Canada,5.264760951
17934,Simulated Security 17934,KST,Financials,United States,-0.962426278
17935,Simulated Security 17935,STWM,Financials,Canada,4.231661127
17936,Simulated Security 17936,T,Financials,Canada,-0.959044246
17937,Simulated Security 17937,WMFH,Industrials,United States,-0.310050866
17938,Simulated Security 17938,MFHF,Technology,United States,-2.831895441
17939,Simulated Security 17939,FH,Technology,United States,-3.357492313
17940,Simulated Security 17940,HF,Technology,Canada,0.699340784
17941,Simulated Security 17941,FU,Financials,Canada,-0.259624051
17942,Simulated Security 17942,UIM,Industrials,Canada,2.515588476
17943,Simulated Security 17943,IMZ,Industrials,United States,-1.029121774
17944,Simulated Security 17944,MZZL,Technology,Canada,-1.909249415
17945,Simulated Security 17945,ZZ,Industrials,Canada,4.383867979
17946,Simulated Security 17946,ZLFC,Industrials,United States,1.332850039
17947,Simulated Security 17947,LFC,Technology,United States,-1.03943778
17948,Simulated Security 17948,FC,Technology,Canada,-3.532664639
17949,Simulated Security 17949,C,Industrials,United States,1.060176897
17950,Simulated Security 17950,MTTF,Financials,Canada,4.873106548
17951,Simulated Security 17951,T,Financials,United States,4.34346296
17952,Simulated Security 17952,TFGQ,Technology,United States,0.768568105
17953,Simulated Security 17953,FG,Technology,United States,-1.362628317
17954,Simulated Security 17954,GQ,Financials,United States,0.618888359
17955,Simulated Security 17955,QF,Technology,United States,0.977654365
17956,Simulated Security 17956,FE,Technology,Canada,8.143443873
17957,Simulated Security 17957,EZ,Industrials,United States,1.526402529
17958,Simulated Security 17958,ZRCA,Financials,United States,-1.472607524
17959,Simulated Security 17959,RC,Technology,United States,-1.108924039
17960,Simulated Security 17960,C,Technology,United States,8.348826496
17961,Simulated Security 17961,A,Financials,Canada,-5.909349724
17962,Simulated Security 17962,ZO,Industrials,Canada,15.78158617
17963,Simulated Security 17963,OWQF,Financials,United States,5.672954691
17964,Simulated Security 17964,WQFL,Financials,United States,-0.45709735
17965,Simulated Security 17965,Q,Technology,Canada,-0.962012246
17966,Simulated Security 17966,FL,Industrials,United States,-1.345317409
17967,Simulated Security 17967,LAB,Technology,United States,1.832743155
17968,Simulated Security 17968,A,Technology,United States,4.675064375
17969,Simulated Security 17969,B,Financials,Canada,2.57744411
17970,Simulated Security 17970,XK,Industrials,United States,5.700646475
17971,Simulated Security 17971,KCU,Technology,Canada,5.860365462
17972,Simulated Security 17972,C,Financials,Canada,0.880665355
17973,Simulated Security 17973,UUSZ,Financials,United States,1.264327787
17974,Simulated Security 17974,USZN,Financials,United States,-1.261728632
17975,Simulated Security 17975,SZ,Financials,Canada,1.476572525
17976,Simulated Security 17976,Z,Industrials,Canada,35.77557289
17977,Simulated Security 17977,NSMN,Financials,Canada,-0.608199725
17978,Simulated Security 17978,SMNW,Industrials,Canada,-1.906717326
17979,Simulated Security 17979,MNWK,Industrials,Canada,0.721055177
17980,Simulated Security 17980,NWKF,Financials,Canada,12.67369469
17981,Simulated Security 17981,WKFB,Industrials,United States,0.451294587
17982,Simulated Security 17982,KFB,Technology,United States,27.0651267
17983,Simulated Security 17983,FB,Technology,United States,-0.706993398
17984,Simulated Security 17984,B,Technology,United States,1.444512244
17985,Simulated Security 17985,C,Financials,Canada,2.703219148
17986,Simulated Security 17986,TO,Industrials,United States,13.08045584
17987,Simulated Security 17987,OCEM,Technology,United States,1.719335616
17988,Simulated Security 17988,C,Technology,Canada,-2.295808255
17989,Simulated Security 17989,EM,Industrials,United States,8.287848074
17990,Simulated Security 17990,MRDU,Financials,United States,-0.670725453
17991,Simulated Security 17991,RD,Technology,Canada,5.271578344
17992,Simulated Security 17992,D,Financials,Canada,10.05471429
17993,Simulated Security 17993,UNUZ,Industrials,Canada,1.661291525
17994,Simulated Security 17994,NUZZ,Financials,United States,13.46032056
17995,Simulated Security 17995,UZZF,Technology,United States,-1.444922199
17996,Simulated Security 17996,ZZ,Technology,United States,0.093831796
17997,Simulated Security 17997,Z,Technology,United States,2.822172372
17998,Simulated Security 17998,FW,Financials,Canada,6.743009003
17999,Simulated Security 17999,W,Industrials,United States,15.12577358
18000,Simulated Security 18000,LAB,Technology,United States,-1.75438813
18001,Simulated Security 18001,A,Technology,Canada,2.209307507
18002,Simulated Security 18002,B,Industrials,Canada,2.130405665
18003,Simulated Security 18003,LNP,Industrials,Canada,-2.704821028
18004,Simulated Security 18004,NPFV,Industrials,United States,1.878492473
18005,Simulated Security 18005,PFVV,Technology,United States,0.001199813
18006,Simulated Security 18006,FV,Financials,United States,-0.257427335
18007,Simulated Security 18007,VV,Financials,United States,-0.025782736
18008,Simulated Security 18008,VY,Technology,United States,-1.819834096
18009,Simulated Security 18009,YG,Technology,Canada,12.40715919
18010,Simulated Security 18010,GV,Financials,United States,2.901684536
18011,Simulated Security 18011,VAN,Technology,Canada,0.047989535
18012,Simulated Security 18012,A,Industrials,Canada,0.201614152
18013,Simulated Security 18013,NOIT,Industrials,Canada,-1.146527215
18014,Simulated Security 18014,OITT,Industrials,Canada,-1.12479513
18015,Simulated Security 18015,ITT,Financials,United States,3.310901694
18016,Simulated Security 18016,TTBG,Financials,United States,11.51000707
18017,Simulated Security 18017,TB,Technology,United States,2.773407897
18018,Simulated Security 18018,B,Technology,United States,5.591567328
18019,Simulated Security 18019,GR,Financials,United States,4.404144026
18020,Simulated Security 18020,R,Technology,Canada,3.021178222
18021,Simulated Security 18021,ER,Financials,United States,-2.577792644
18022,Simulated Security 18022,RTZB,Financials,United States,1.105138401
18023,Simulated Security 18023,TZ,Technology,United States,-0.053265269
18024,Simulated Security 18024,ZB,Technology,United States,-1.301698774
18025,Simulated Security 18025,B,Technology,Canada,1.780121554
18026,Simulated Security 18026,GZ,Industrials,United States,1.405509443
18027,Simulated Security 18027,ZUN,Financials,Canada,4.957426274
18028,Simulated Security 18028,U,Industrials,United States,5.828137853
18029,Simulated Security 18029,NEPC,Technology,Canada,2.639632716
18030,Simulated Security 18030,EP,Industrials,United States,3.747981776
18031,Simulated Security 18031,PCMQ,Technology,Canada,4.755961101
18032,Simulated Security 18032,C,Industrials,Canada,6.14237816
18033,Simulated Security 18033,MQEJ,Financials,United States,5.703988822
18034,Simulated Security 18034,QEJF,Technology,Canada,2.082194456
18035,Simulated Security 18035,EJ,Industrials,United States,6.023889033
18036,Simulated Security 18036,JFE,Technology,United States,3.938300398
18037,Simulated Security 18037,FE,Technology,Canada,-2.196191472
18038,Simulated Security 18038,EX,Financials,Canada,-0.353443077
18039,Simulated Security 18039,XRI,Financials,Canada,-0.575278041
18040,Simulated Security 18040,RIPT,Industrials,Canada,-1.22419193
18041,Simulated Security 18041,IPT,Industrials,Canada,2.671668893
18042,Simulated Security 18042,PTYA,Financials,United States,-1.868185912
18043,Simulated Security 18043,TYAH,Technology,United States,-0.918560056
18044,Simulated Security 18044,YA,Technology,United States,-1.621820276
18045,Simulated Security 18045,A,Technology,United States,-4.859017493
18046,Simulated Security 18046,HC,Technology,United States,2.260081671
18047,Simulated Security 18047,C,Technology,Canada,3.571612394
18048,Simulated Security 18048,Y,Industrials,United States,-0.20500797
18049,Simulated Security 18049,KVL,Financials,Canada,-0.566231648
18050,Simulated Security 18050,VL,Industrials,Canada,-1.522745502
18051,Simulated Security 18051,LSI,Financials,Canada,20.68413987
18052,Simulated Security 18052,SILS,Industrials,Canada,9.349260559
18053,Simulated Security 18053,ILS,Industrials,Canada,-0.509467757
18054,Simulated Security 18054,LSS,Financials,Canada,-0.784226361
18055,Simulated Security 18055,SSHV,Financials,United States,3.750291996
18056,Simulated Security 18056,SHVU,Technology,United States,-0.664334542
18057,Simulated Security 18057,HV,Financials,United States,0.555285636
18058,Simulated Security 18058,V,Financials,United States,-0.544542035
18059,Simulated Security 18059,U,Financials,United States,-0.649609546
18060,Simulated Security 18060,SU,Financials,United States,-0.622434106
18061,Simulated Security 18061,U,Technology,Canada,13.72823828
18062,Simulated Security 18062,EI,Industrials,United States,-3.411840727
18063,Simulated Security 18063,ITX,Financials,Canada,2.804297786
18064,Simulated Security 18064,TX,Financials,United States,8.768234501
18065,Simulated Security 18065,XUJ,Financials,Canada,-1.423065948
18066,Simulated Security 18066,U,Industrials,Canada,-0.898169032
18067,Simulated Security 18067,JLY,Industrials,United States,0.953543652
