isin,name,fee,geography,strategy,risk,5y_sharpe
32338,Simulated Security 32338,0.01,Canada,Value,Medium,4.839544133
32339,Simulated Security 32339,0.005,Canada,Value,High,-4.478641136
32340,Simulated Security 32340,0.008,Canada,Income,High,3.314503234
32341,Simulated Security 32341,0.006,United States,Income,Medium,0.557702357
32342,Simulated Security 32342,0.006,United States,Balanced,Low,6.27065652
32343,Simulated Security 32343,0.003,Canada,Growth,Medium,0.760267042
32344,Simulated Security 32344,0.005,United States,Value,Low,-0.923883472
32345,Simulated Security 32345,0.009,Canada,Growth,Low,1.841155624
32346,Simulated Security 32346,0.015,United States,Growth,Medium,1.416005637
32347,Simulated Security 32347,0.007,United States,Value,Low,8.796165493
32348,Simulated Security 32348,0.018,Canada,Balanced,Medium,-1.746429606
32349,Simulated Security 32349,0.012,Canada,Value,High,8.155107985
32350,Simulated Security 32350,0.016,Canada,Growth,Low,5.12235156
32351,Simulated Security 32351,0.014,United States,Income,Medium,-1.207764975
32352,Simulated Security 32352,0.006,United States,Balanced,High,-3.884510866
32353,Simulated Security 32353,0.015,Canada,Growth,Low,3.720673466
32354,Simulated Security 32354,0.017,United States,Growth,High,-1.596603211
32355,Simulated Security 32355,0.008,United States,Growth,Medium,-0.979211341
32356,Simulated Security 32356,0,United States,Value,High,-3.842389833
32357,Simulated Security 32357,0.018,Canada,Growth,Medium,3.317444746
32358,Simulated Security 32358,0.002,United States,Value,Low,5.313199847
32359,Simulated Security 32359,0.005,Canada,Value,High,-2.59812457
32360,Simulated Security 32360,0.002,Canada,Income,Medium,-7.24577979
32361,Simulated Security 32361,0.005,United States,Value,Low,-1.996366502
32362,Simulated Security 32362,0.011,Canada,Income,Medium,1.53242516
32363,Simulated Security 32363,0.018,United States,Value,Medium,2.090867769
32364,Simulated Security 32364,0.006,Canada,Balanced,Medium,2.173249496
32365,Simulated Security 32365,0.017,Canada,Balanced,Medium,2.70539901
32366,Simulated Security 32366,0.006,Canada,Balanced,Low,-0.330411794
32367,Simulated Security 32367,0.008,Canada,Value,High,0.914668256
32368,Simulated Security 32368,0.01,Canada,Income,Low,1.02347269
32369,Simulated Security 32369,0.008,United States,Growth,Medium,-1.683671272
32370,Simulated Security 32370,0.013,United States,Balanced,High,2.835780336
32371,Simulated Security 32371,0.003,Canada,Income,Medium,2.186696758
32372,Simulated Security 32372,0.015,United States,Value,High,5.002288421
32373,Simulated Security 32373,0.008,Canada,Income,High,-2.623133826
32374,Simulated Security 32374,0.016,United States,Growth,Medium,1.853635034
32375,Simulated Security 32375,0.016,United States,Value,Medium,-0.509626841
32376,Simulated Security 32376,0.003,Canada,Value,Medium,-3.055467836
32377,Simulated Security 32377,0.001,Canada,Balanced,Low,-0.180829572
32378,Simulated Security 32378,0.019,Canada,Income,Low,-0.707387196
32379,Simulated Security 32379,0.007,United States,Value,High,9.45570472
32380,Simulated Security 32380,0.008,Canada,Income,Medium,2.436237914
32381,Simulated Security 32381,0.012,United States,Balanced,Low,-1.330132644
32382,Simulated Security 32382,0.017,Canada,Income,Low,0.723373217
32383,Simulated Security 32383,0.003,United States,Balanced,Low,-1.14004843
32384,Simulated Security 32384,0.019,Canada,Balanced,High,-1.126308693
32385,Simulated Security 32385,0.015,Canada,Growth,High,-0.803976789
32386,Simulated Security 32386,0.012,United States,Income,Low,5.973960445
32387,Simulated Security 32387,0.01,United States,Value,Medium,3.294922815
32388,Simulated Security 32388,0,Canada,Value,High,-2.319362497
32389,Simulated Security 32389,0.018,Canada,Growth,High,4.096248615
32390,Simulated Security 32390,0.015,United States,Growth,High,-1.100872028
32391,Simulated Security 32391,0.018,United States,Income,High,2.320379762
32392,Simulated Security 32392,0.002,United States,Growth,High,4.955155823
32393,Simulated Security 32393,0.002,United States,Income,High,-3.225458208
32394,Simulated Security 32394,0.004,United States,Growth,Medium,-0.079929848
32395,Simulated Security 32395,0.016,United States,Value,Low,-1.219888089
32396,Simulated Security 32396,0.004,Canada,Growth,Low,4.028518841
32397,Simulated Security 32397,0,United States,Value,Medium,-4.913067503
32398,Simulated Security 32398,0.005,Canada,Value,Medium,3.037950788
32399,Simulated Security 32399,0.012,Canada,Value,Medium,-1.03540074
32400,Simulated Security 32400,0.017,Canada,Value,High,0.402622129
32401,Simulated Security 32401,0.006,Canada,Income,Medium,6.188722068
32402,Simulated Security 32402,0.006,United States,Value,Medium,-0.930618894
32403,Simulated Security 32403,0.006,Canada,Value,Medium,-2.989649698
32404,Simulated Security 32404,0.017,Canada,Balanced,Medium,-0.968330177
32405,Simulated Security 32405,0.007,Canada,Value,Medium,0.000971068
32406,Simulated Security 32406,0.007,Canada,Balanced,Low,4.146602083
32407,Simulated Security 32407,0.02,Canada,Value,High,18.33666651
32408,Simulated Security 32408,0.007,Canada,Income,Medium,3.206097201
32409,Simulated Security 32409,0.008,United States,Balanced,Low,2.011652671
32410,Simulated Security 32410,0.02,Canada,Value,Medium,-1.319146756
32411,Simulated Security 32411,0.016,Canada,Balanced,Medium,-2.881037311
32412,Simulated Security 32412,0.008,Canada,Value,Medium,5.766081135
32413,Simulated Security 32413,0.011,Canada,Balanced,High,1.019764214
32414,Simulated Security 32414,0.01,Canada,Growth,Medium,2.589367661
32415,Simulated Security 32415,0.005,United States,Value,Medium,3.843244298
32416,Simulated Security 32416,0.009,Canada,Balanced,High,3.025969861
32417,Simulated Security 32417,0,Canada,Growth,High,-2.853438455
32418,Simulated Security 32418,0.006,United States,Growth,Medium,-0.792536857
32419,Simulated Security 32419,0.008,United States,Value,Medium,3.834713087
32420,Simulated Security 32420,0.019,Canada,Value,Low,-1.464445847
32421,Simulated Security 32421,0.001,Canada,Growth,Low,3.044759495
32422,Simulated Security 32422,0.006,United States,Income,High,0.964416186
32423,Simulated Security 32423,0.006,United States,Growth,High,-3.395527579
32424,Simulated Security 32424,0.019,United States,Income,Medium,1.087618007
32425,Simulated Security 32425,0.019,United States,Value,Low,-0.005666099
32426,Simulated Security 32426,0.017,Canada,Income,High,0.374187091
32427,Simulated Security 32427,0.003,United States,Growth,Medium,-0.656115083
32428,Simulated Security 32428,0.005,United States,Balanced,Medium,1.890237502
32429,Simulated Security 32429,0.011,Canada,Balanced,Low,-1.812282982
32430,Simulated Security 32430,0.016,Canada,Balanced,High,-0.05795954
32431,Simulated Security 32431,0.01,Canada,Income,Medium,7.705236927
32432,Simulated Security 32432,0.008,United States,Value,High,-2.314989732
32433,Simulated Security 32433,0.015,Canada,Income,High,-2.606203599
32434,Simulated Security 32434,0.005,United States,Income,High,1.883731611
32435,Simulated Security 32435,0.006,United States,Growth,Low,-0.461233421
32436,Simulated Security 32436,0.003,United States,Income,Medium,0.411046249
32437,Simulated Security 32437,0.004,United States,Value,Medium,0.063753313
32438,Simulated Security 32438,0,Canada,Balanced,Low,-43.02644977
32439,Simulated Security 32439,0.018,Canada,Value,Medium,2.184158114
32440,Simulated Security 32440,0.019,Canada,Value,Low,-0.05158824
32441,Simulated Security 32441,0.018,Canada,Income,High,11.16554812
32442,Simulated Security 32442,0.013,United States,Growth,Low,3.712839534
32443,Simulated Security 32443,0.005,United States,Income,Medium,-1.87124583
32444,Simulated Security 32444,0.012,United States,Balanced,High,6.053045495
32445,Simulated Security 32445,0,Canada,Growth,Medium,-8.701065554
32446,Simulated Security 32446,0.012,United States,Balanced,High,0.89130869
32447,Simulated Security 32447,0.008,Canada,Income,Medium,-0.011254412
32448,Simulated Security 32448,0.001,United States,Balanced,High,-4.384317201
32449,Simulated Security 32449,0.008,Canada,Income,Medium,1.536564503
32450,Simulated Security 32450,0.003,United States,Balanced,High,-2.208827731
32451,Simulated Security 32451,0.009,Canada,Income,Medium,-1.915781402
32452,Simulated Security 32452,0.003,United States,Value,Low,-2.065738139
32453,Simulated Security 32453,0.018,Canada,Growth,Low,-1.238703864
32454,Simulated Security 32454,0.005,United States,Value,Low,-0.114412968
32455,Simulated Security 32455,0.006,Canada,Value,High,4.420486661
32456,Simulated Security 32456,0.013,Canada,Growth,Low,9.903624078
32457,Simulated Security 32457,0.014,United States,Value,Low,1.445874598
32458,Simulated Security 32458,0.017,Canada,Value,Low,0.248301909
32459,Simulated Security 32459,0.018,Canada,Income,Medium,-1.307016164
32460,Simulated Security 32460,0.013,United States,Balanced,Medium,0.818286534
32461,Simulated Security 32461,0.015,Canada,Balanced,Medium,-0.210212036
32462,Simulated Security 32462,0.014,Canada,Balanced,Medium,1.835152772
32463,Simulated Security 32463,0.009,Canada,Value,High,1.19533434
32464,Simulated Security 32464,0.009,Canada,Growth,High,2.52045911
32465,Simulated Security 32465,0.016,United States,Income,Medium,4.120101804
32466,Simulated Security 32466,0.006,United States,Balanced,Medium,-1.665948198
32467,Simulated Security 32467,0.016,Canada,Balanced,Medium,-2.690167812
32468,Simulated Security 32468,0.018,Canada,Balanced,Low,-1.356439684
32469,Simulated Security 32469,0.01,Canada,Balanced,High,1.519199945
32470,Simulated Security 32470,0.009,Canada,Income,High,2.884604419
32471,Simulated Security 32471,0.008,United States,Growth,High,-2.122004328
32472,Simulated Security 32472,0.013,United States,Growth,Low,-1.676974522
32473,Simulated Security 32473,0.019,United States,Value,Medium,2.457799198
32474,Simulated Security 32474,0.017,Canada,Value,Medium,2.295465956
32475,Simulated Security 32475,0.015,Canada,Value,High,0.424128438
32476,Simulated Security 32476,0.02,Canada,Income,Low,-2.203159075
32477,Simulated Security 32477,0.018,United States,Income,High,-1.011583582
32478,Simulated Security 32478,0.02,United States,Growth,Medium,-2.749658977
32479,Simulated Security 32479,0.003,United States,Value,High,0.117142471
32480,Simulated Security 32480,0.011,Canada,Growth,Medium,-1.284637488
32481,Simulated Security 32481,0.002,United States,Value,High,1.226922089
32482,Simulated Security 32482,0.015,Canada,Income,Medium,0.103312901
32483,Simulated Security 32483,0.016,United States,Value,Low,6.141369945
32484,Simulated Security 32484,0.007,Canada,Growth,Low,1.817891451
32485,Simulated Security 32485,0.003,United States,Income,High,0.533746958
32486,Simulated Security 32486,0.006,United States,Growth,Medium,3.492161259
32487,Simulated Security 32487,0.013,United States,Value,Medium,-1.005097995
32488,Simulated Security 32488,0.013,Canada,Balanced,Low,2.359118097
32489,Simulated Security 32489,0.002,Canada,Income,Low,4.024732875
32490,Simulated Security 32490,0.006,United States,Income,Low,-0.486939492
32491,Simulated Security 32491,0.008,United States,Income,High,0.327909967
32492,Simulated Security 32492,0.011,United States,Income,Medium,-0.789167061
32493,Simulated Security 32493,0.011,United States,Value,High,-0.191309386
32494,Simulated Security 32494,0.012,Canada,Income,High,2.466885862
32495,Simulated Security 32495,0.003,United States,Growth,Medium,3.148897847
32496,Simulated Security 32496,0.019,United States,Value,Low,-0.974959796
32497,Simulated Security 32497,0.003,Canada,Balanced,Low,3.378292517
32498,Simulated Security 32498,0.015,Canada,Income,High,-0.569930949
32499,Simulated Security 32499,0.019,United States,Growth,Medium,1.671441498
32500,Simulated Security 32500,0.012,United States,Balanced,Low,0.118578254
32501,Simulated Security 32501,0.01,Canada,Income,Medium,0.587580285
32502,Simulated Security 32502,0.019,United States,Value,Low,0.915058812
32503,Simulated Security 32503,0.016,Canada,Income,Low,-0.726289553
32504,Simulated Security 32504,0.014,United States,Balanced,Medium,2.076936188
32505,Simulated Security 32505,0.007,Canada,Value,Low,4.49177879
32506,Simulated Security 32506,0.012,Canada,Growth,Medium,-0.319903666
32507,Simulated Security 32507,0.014,United States,Value,Low,1.307793885
32508,Simulated Security 32508,0.007,Canada,Income,High,6.049353754
32509,Simulated Security 32509,0.018,United States,Growth,Medium,-0.069148233
32510,Simulated Security 32510,0.007,United States,Value,Medium,0.79133691
32511,Simulated Security 32511,0.014,Canada,Value,Low,-0.772319485
32512,Simulated Security 32512,0.002,Canada,Growth,Medium,2.031901512
32513,Simulated Security 32513,0.006,United States,Value,Medium,4.542169066
32514,Simulated Security 32514,0.005,Canada,Balanced,High,4.475545625
32515,Simulated Security 32515,0.015,Canada,Income,High,1.850682958
32516,Simulated Security 32516,0.017,United States,Growth,Medium,6.005820551
32517,Simulated Security 32517,0.015,United States,Value,Medium,-1.867345888
32518,Simulated Security 32518,0.005,Canada,Balanced,Low,4.453766566
32519,Simulated Security 32519,0.018,Canada,Growth,Low,6.654637153
32520,Simulated Security 32520,0.006,United States,Balanced,Medium,-0.453136999
32521,Simulated Security 32521,0.019,Canada,Balanced,Low,1.956802899
32522,Simulated Security 32522,0.02,Canada,Value,High,9.12390077
32523,Simulated Security 32523,0.011,Canada,Income,Medium,3.361778616
32524,Simulated Security 32524,0.009,United States,Balanced,Medium,0.315789653
32525,Simulated Security 32525,0.014,Canada,Balanced,High,-2.29529484
32526,Simulated Security 32526,0.003,Canada,Growth,Low,2.981011362
32527,Simulated Security 32527,0.008,United States,Growth,High,-3.709865153
32528,Simulated Security 32528,0.009,United States,Growth,High,-0.750791167
32529,Simulated Security 32529,0.017,United States,Income,Low,-0.542661082
32530,Simulated Security 32530,0.012,United States,Value,High,3.125474137
32531,Simulated Security 32531,0.018,Canada,Income,Low,3.628349012
32532,Simulated Security 32532,0.005,United States,Balanced,Low,-0.578676682
32533,Simulated Security 32533,0.014,Canada,Income,High,0.003060625
32534,Simulated Security 32534,0.003,United States,Income,Medium,2.484335467
32535,Simulated Security 32535,0.018,United States,Balanced,High,-1.552497717
32536,Simulated Security 32536,0.013,Canada,Growth,Medium,-0.774436012
32537,Simulated Security 32537,0.016,United States,Balanced,Medium,-2.514613248
32538,Simulated Security 32538,0.008,Canada,Value,Low,1.093044375
32539,Simulated Security 32539,0.017,Canada,Growth,High,1.089283766
32540,Simulated Security 32540,0.009,United States,Growth,High,1.170067391
32541,Simulated Security 32541,0.007,United States,Growth,Medium,4.255441123
32542,Simulated Security 32542,0.011,United States,Value,Medium,1.595077352
32543,Simulated Security 32543,0.019,Canada,Value,Low,4.085775033
32544,Simulated Security 32544,0,Canada,Balanced,Medium,4.723458107
32545,Simulated Security 32545,0.005,Canada,Balanced,Medium,7.75670322
32546,Simulated Security 32546,0.007,Canada,Balanced,High,10.76182865
32547,Simulated Security 32547,0.017,Canada,Income,Low,0.710619166
32548,Simulated Security 32548,0.009,United States,Growth,Medium,1.562128926
32549,Simulated Security 32549,0.008,United States,Balanced,Medium,0.206516833
32550,Simulated Security 32550,0.003,Canada,Value,Low,4.458988888
32551,Simulated Security 32551,0.013,Canada,Income,Medium,4.767206452
32552,Simulated Security 32552,0.008,United States,Value,Medium,2.618786079
32553,Simulated Security 32553,0.016,Canada,Value,High,1.099144261
32554,Simulated Security 32554,0.011,Canada,Growth,Medium,-1.560204698
32555,Simulated Security 32555,0.007,United States,Balanced,Low,-1.381544091
32556,Simulated Security 32556,0.006,Canada,Balanced,High,0.41197374
32557,Simulated Security 32557,0.001,Canada,Growth,Low,-4.416347516
32558,Simulated Security 32558,0.02,United States,Value,Medium,0.166858712
32559,Simulated Security 32559,0.011,Canada,Value,Medium,0.648278379
32560,Simulated Security 32560,0.018,Canada,Balanced,High,15.2757179
32561,Simulated Security 32561,0.014,Canada,Growth,Medium,-2.408529844
32562,Simulated Security 32562,0.017,United States,Value,Low,2.152627248
32563,Simulated Security 32563,0.01,Canada,Income,Low,3.76454309
32564,Simulated Security 32564,0.002,United States,Income,Low,4.733940235
32565,Simulated Security 32565,0.006,United States,Balanced,Medium,-1.163838603
32566,Simulated Security 32566,0.012,Canada,Value,Medium,1.411858851
32567,Simulated Security 32567,0.02,Canada,Balanced,Low,3.206736894
32568,Simulated Security 32568,0.012,Canada,Balanced,High,0.671782868
32569,Simulated Security 32569,0.007,Canada,Income,Low,-2.43257086
32570,Simulated Security 32570,0.016,United States,Growth,High,1.439794484
32571,Simulated Security 32571,0.012,United States,Growth,Medium,2.373817329
32572,Simulated Security 32572,0.016,United States,Value,Medium,-0.661485071
32573,Simulated Security 32573,0.015,Canada,Value,Medium,-0.540268818
32574,Simulated Security 32574,0.018,Canada,Value,High,1.833770853
32575,Simulated Security 32575,0.006,Canada,Growth,High,0.555267523
32576,Simulated Security 32576,0.007,United States,Growth,High,5.566681837
32577,Simulated Security 32577,0.006,United States,Income,High,-2.926916967
32578,Simulated Security 32578,0.017,United States,Income,High,-1.11688528
32579,Simulated Security 32579,0.001,United States,Income,Low,-1.909336561
32580,Simulated Security 32580,0.004,United States,Income,Medium,1.565956658
32581,Simulated Security 32581,0.004,United States,Balanced,High,-0.863959651
32582,Simulated Security 32582,0.015,Canada,Growth,Low,-2.001246415
32583,Simulated Security 32583,0.014,United States,Balanced,High,-0.107789263
32584,Simulated Security 32584,0.009,Canada,Income,Medium,0.141984789
32585,Simulated Security 32585,0.018,United States,Balanced,High,4.285792711
32586,Simulated Security 32586,0.012,Canada,Growth,High,-1.924814174
32587,Simulated Security 32587,0.004,United States,Income,High,0.539060585
32588,Simulated Security 32588,0.008,United States,Income,Low,0.142389899
32589,Simulated Security 32589,0,United States,Income,Medium,-1.945757431
32590,Simulated Security 32590,0.005,United States,Value,Low,3.496528528
32591,Simulated Security 32591,0.004,Canada,Value,High,4.789771677
32592,Simulated Security 32592,0.011,Canada,Income,Low,-1.477399672
32593,Simulated Security 32593,0.007,United States,Value,Low,-2.4747171
32594,Simulated Security 32594,0.012,Canada,Value,Low,-1.655753602
32595,Simulated Security 32595,0.003,Canada,Income,Low,2.814779132
32596,Simulated Security 32596,0.014,United States,Value,High,-1.251923227
32597,Simulated Security 32597,0.011,Canada,Growth,Low,2.666318247
32598,Simulated Security 32598,0.014,United States,Income,High,-2.357335461
32599,Simulated Security 32599,0.014,United States,Growth,High,-0.875794601
32600,Simulated Security 32600,0.002,United States,Income,High,0.338318201
32601,Simulated Security 32601,0.013,United States,Income,High,-0.730961235
32602,Simulated Security 32602,0.001,United States,Income,Low,3.175542136
32603,Simulated Security 32603,0.003,United States,Growth,High,2.014751691
32604,Simulated Security 32604,0.003,United States,Growth,Medium,-1.887933729
32605,Simulated Security 32605,0.004,United States,Value,High,0.231521475
32606,Simulated Security 32606,0.017,Canada,Growth,High,2.658338815
32607,Simulated Security 32607,0.001,United States,Income,High,-2.6931633
32608,Simulated Security 32608,0.007,United States,Income,Low,-1.831941809
32609,Simulated Security 32609,0.002,United States,Growth,High,-1.080656932
32610,Simulated Security 32610,0.003,United States,Growth,High,-3.327681851
32611,Simulated Security 32611,0.003,United States,Income,Low,0.26427632
32612,Simulated Security 32612,0.016,United States,Income,High,1.645442437
32613,Simulated Security 32613,0,United States,Income,Medium,-6.448514124
32614,Simulated Security 32614,0.003,United States,Value,Medium,2.51923791
32615,Simulated Security 32615,0.017,Canada,Balanced,Low,0.741823775
32616,Simulated Security 32616,0.02,Canada,Balanced,High,2.950455301
32617,Simulated Security 32617,0.006,Canada,Growth,Medium,1.867232114
32618,Simulated Security 32618,0.009,United States,Value,High,14.25994022
32619,Simulated Security 32619,0.019,Canada,Growth,Low,0.366409706
32620,Simulated Security 32620,0.002,United States,Balanced,High,0.83848697
32621,Simulated Security 32621,0.007,Canada,Growth,Medium,0.583124979
32622,Simulated Security 32622,0.019,United States,Balanced,Medium,1.867615935
32623,Simulated Security 32623,0.02,Canada,Balanced,Low,1.798382514
32624,Simulated Security 32624,0.016,Canada,Growth,Low,10.61899206
32625,Simulated Security 32625,0.008,United States,Value,High,4.543766704
32626,Simulated Security 32626,0.008,Canada,Growth,Low,2.661407147
32627,Simulated Security 32627,0.016,United States,Growth,Medium,-2.405461833
32628,Simulated Security 32628,0.02,United States,Value,High,5.729895875
32629,Simulated Security 32629,0,Canada,Growth,Medium,-11.37742024
32630,Simulated Security 32630,0.018,United States,Balanced,Low,3.753072165
32631,Simulated Security 32631,0.007,Canada,Income,Low,-0.621066373
32632,Simulated Security 32632,0.001,United States,Value,High,-2.565128874
32633,Simulated Security 32633,0.009,Canada,Income,Low,-3.246694208
32634,Simulated Security 32634,0.018,United States,Balanced,Medium,-2.832730676
32635,Simulated Security 32635,0.01,Canada,Value,Medium,-0.698039196
32636,Simulated Security 32636,0.004,Canada,Value,Medium,5.388441775
32637,Simulated Security 32637,0.014,Canada,Balanced,Low,0.421654718
32638,Simulated Security 32638,0.007,Canada,Value,High,5.790849749
32639,Simulated Security 32639,0.006,Canada,Growth,Medium,-2.952283963
32640,Simulated Security 32640,0.009,United States,Value,Low,5.04797068
32641,Simulated Security 32641,0.014,Canada,Growth,Low,5.094723794
32642,Simulated Security 32642,0.018,United States,Value,Low,5.337860382
32643,Simulated Security 32643,0.007,Canada,Balanced,Medium,-0.414846054
32644,Simulated Security 32644,0.01,Canada,Value,Medium,0.604694851
32645,Simulated Security 32645,0.012,Canada,Value,High,1.125420321
32646,Simulated Security 32646,0.015,Canada,Growth,Low,2.151437711
32647,Simulated Security 32647,0.017,United States,Growth,High,-2.100045249
32648,Simulated Security 32648,0.006,United States,Growth,High,-3.121801466
32649,Simulated Security 32649,0.015,United States,Income,Medium,10.56762774
32650,Simulated Security 32650,0.013,United States,Balanced,Low,9.481989927
32651,Simulated Security 32651,0.001,Canada,Growth,Medium,1.230748912
32652,Simulated Security 32652,0.016,United States,Balanced,Medium,-0.717199854
32653,Simulated Security 32653,0.01,Canada,Balanced,Low,3.111955774
32654,Simulated Security 32654,0.015,Canada,Income,Medium,-1.144252109
32655,Simulated Security 32655,0.01,United States,Value,Medium,3.021602217
32656,Simulated Security 32656,0.008,Canada,Balanced,Low,-3.293578151
32657,Simulated Security 32657,0.015,Canada,Growth,Low,-1.306670314
32658,Simulated Security 32658,0.015,United States,Growth,High,13.82644156
32659,Simulated Security 32659,0.009,United States,Income,Low,1.595621429
32660,Simulated Security 32660,0.011,United States,Value,High,0.092738747
32661,Simulated Security 32661,0.015,Canada,Growth,Medium,5.245491242
32662,Simulated Security 32662,0.003,United States,Value,High,0.032174204
32663,Simulated Security 32663,0.019,Canada,Growth,Low,-0.203530898
32664,Simulated Security 32664,0.017,United States,Income,Medium,-1.810112326
32665,Simulated Security 32665,0.007,United States,Balanced,High,1.408125302
32666,Simulated Security 32666,0,Canada,Income,Medium,-4.843173929
32667,Simulated Security 32667,0.012,United States,Value,High,1.343200597
32668,Simulated Security 32668,0.008,Canada,Income,High,-1.175266989
32669,Simulated Security 32669,0.018,United States,Income,High,-3.211700951
32670,Simulated Security 32670,0.006,United States,Income,High,-0.86398493
32671,Simulated Security 32671,0.004,United States,Growth,High,2.11819591
32672,Simulated Security 32672,0.004,United States,Growth,Low,1.621030333
32673,Simulated Security 32673,0.003,United States,Value,Low,0.080126416
32674,Simulated Security 32674,0.019,Canada,Income,Low,0.639162426
32675,Simulated Security 32675,0.017,United States,Value,Low,1.388248785
32676,Simulated Security 32676,0.018,Canada,Growth,Medium,-0.503423351
32677,Simulated Security 32677,0.014,United States,Balanced,Medium,11.99020256
32678,Simulated Security 32678,0.013,Canada,Balanced,Low,0.767767671
32679,Simulated Security 32679,0.012,Canada,Value,High,6.302032483
32680,Simulated Security 32680,0.019,Canada,Income,Medium,-1.630614675
32681,Simulated Security 32681,0.018,United States,Value,High,4.418650836
32682,Simulated Security 32682,0.013,Canada,Growth,High,-0.753600282
32683,Simulated Security 32683,0.005,United States,Growth,High,5.410267736
32684,Simulated Security 32684,0.007,United States,Income,Medium,1.910914039
32685,Simulated Security 32685,0.002,United States,Balanced,Medium,-0.402369648
32686,Simulated Security 32686,0.001,Canada,Value,Medium,-4.398452481
32687,Simulated Security 32687,0.005,Canada,Balanced,Low,-2.916022614
32688,Simulated Security 32688,0.009,Canada,Value,Medium,3.141651048
32689,Simulated Security 32689,0.006,Canada,Balanced,Medium,-0.378100277
32690,Simulated Security 32690,0.016,Canada,Value,Medium,14.75706207
32691,Simulated Security 32691,0.015,Canada,Balanced,Low,-0.613729478
32692,Simulated Security 32692,0.01,Canada,Balanced,Medium,6.494042061
32693,Simulated Security 32693,0.016,Canada,Balanced,High,5.290491498
32694,Simulated Security 32694,0.008,Canada,Income,Low,-0.232465737
32695,Simulated Security 32695,0.012,United States,Balanced,Low,3.248037369
32696,Simulated Security 32696,0.01,Canada,Growth,Low,-1.400733312
32697,Simulated Security 32697,0.003,United States,Growth,Low,-4.370155845
32698,Simulated Security 32698,0.013,United States,Growth,Low,-1.049353253
32699,Simulated Security 32699,0.01,United States,Balanced,Medium,-1.526250153
32700,Simulated Security 32700,0.013,Canada,Value,Low,0.20665985
32701,Simulated Security 32701,0.015,Canada,Value,High,0.380875418
32702,Simulated Security 32702,0.012,Canada,Growth,Low,-0.10938147
32703,Simulated Security 32703,0.019,United States,Balanced,Low,0.50295815
32704,Simulated Security 32704,0.014,Canada,Income,Medium,5.403540052
32705,Simulated Security 32705,0.001,United States,Value,Low,1.087950817
32706,Simulated Security 32706,0.012,Canada,Income,High,-3.628003867
32707,Simulated Security 32707,0.015,United States,Income,Low,-0.781025053
32708,Simulated Security 32708,0.019,United States,Balanced,High,9.693254737
32709,Simulated Security 32709,0.015,Canada,Growth,Medium,-0.971443041
32710,Simulated Security 32710,0.003,United States,Balanced,High,-3.324363281
32711,Simulated Security 32711,0.019,Canada,Income,High,19.95504624
32712,Simulated Security 32712,0.002,United States,Income,Low,-3.438727994
32713,Simulated Security 32713,0.018,United States,Value,Low,2.054980019
32714,Simulated Security 32714,0.003,Canada,Value,Low,1.368937721
32715,Simulated Security 32715,0.005,Canada,Growth,Low,1.95201977
32716,Simulated Security 32716,0.013,United States,Growth,Medium,-1.75831807
32717,Simulated Security 32717,0.011,United States,Value,Low,6.801550943
32718,Simulated Security 32718,0.017,Canada,Income,High,-1.424083778
32719,Simulated Security 32719,0.02,United States,Growth,Low,8.913878091
32720,Simulated Security 32720,0.007,United States,Income,Medium,6.055938656
32721,Simulated Security 32721,0.014,United States,Value,High,0.407253951
32722,Simulated Security 32722,0.001,Canada,Income,High,-4.002105281
32723,Simulated Security 32723,0.018,United States,Growth,Low,-0.97879291
32724,Simulated Security 32724,0.006,United States,Income,Low,0.560708649
32725,Simulated Security 32725,0.004,United States,Income,Low,-6.991471602
32726,Simulated Security 32726,0,United States,Growth,Medium,-3.955711288
32727,Simulated Security 32727,0.011,United States,Balanced,Low,-0.387808759
32728,Simulated Security 32728,0.018,Canada,Growth,Medium,0.282190085
32729,Simulated Security 32729,0.012,United States,Balanced,Low,-1.296460687
32730,Simulated Security 32730,0.008,Canada,Income,Medium,6.336711236
32731,Simulated Security 32731,0.016,United States,Value,Medium,3.256894815
32732,Simulated Security 32732,0.008,Canada,Value,High,5.829201872
32733,Simulated Security 32733,0.015,Canada,Growth,Medium,6.474595466
32734,Simulated Security 32734,0.006,United States,Value,Medium,1.939522131
32735,Simulated Security 32735,0.006,Canada,Balanced,Medium,2.041291893
32736,Simulated Security 32736,0.001,Canada,Balanced,High,2.775371267
32737,Simulated Security 32737,0.007,Canada,Income,Low,4.577684527
32738,Simulated Security 32738,0.018,United States,Income,Medium,2.729114406
32739,Simulated Security 32739,0.009,United States,Value,High,0.819279368
32740,Simulated Security 32740,0.005,Canada,Growth,High,-1.010230628
32741,Simulated Security 32741,0.015,United States,Growth,High,-0.53278755
32742,Simulated Security 32742,0.019,United States,Growth,High,4.277526153
32743,Simulated Security 32743,0.002,United States,Income,Medium,1.369031185
32744,Simulated Security 32744,0.001,United States,Value,Medium,-0.915860059
32745,Simulated Security 32745,0.017,Canada,Value,Medium,0.142349325
32746,Simulated Security 32746,0.018,Canada,Value,Low,0.805805053
32747,Simulated Security 32747,0.005,Canada,Income,Low,-2.332936141
32748,Simulated Security 32748,0.006,United States,Income,Low,1.454920981
32749,Simulated Security 32749,0.007,United States,Growth,Medium,2.546736575
32750,Simulated Security 32750,0.015,United States,Balanced,Medium,3.043453091
32751,Simulated Security 32751,0.014,Canada,Value,Low,-1.432350787
32752,Simulated Security 32752,0.016,Canada,Value,Low,3.460806467
32753,Simulated Security 32753,0.01,Canada,Income,Medium,16.64809205
